Latitude,Longitude,Nama_Unit,Kode_Unit,Alamat,Dokter_Spesialis,Dokter_Umum,Dokter_Gigi,Perawat,Bidan,Farmasi,Nakes_Lainnya,Tenaga_Pendukung,Provinsi
1.273117,109.022247,MATANG SURI,P6101051101,"Jl. M Bachri Tayeb 275, Kec. Jawai Selatan",0,1,0,30,3,0,5,1,KALIMANTAN BARAT
1.40713,109.356529,SAJAD,P6101043201,"Jl. Raya Semberng Senujuh Desa Tengguli Km.16, Kec. Sajad",0,0,0,15,4,0,5,0,KALIMANTAN BARAT
1.264104,109.232147,SEBAWI,P6101042201,"Ds. Sebawi, Kec. Sebawi",0,1,0,22,8,0,3,2,KALIMANTAN BARAT
1.130476,109.427818,SATAI,P6101041202,"Jl. Puskesmas Satai, Kec. Subah",0,0,0,18,3,0,7,2,KALIMANTAN BARAT
1.263801,109.38694,SUBAH,P6101041201,"Jl. Raya Subah, Kec. Subah",0,0,0,12,3,0,9,1,KALIMANTAN BARAT
1.391593,109.325768,TERIGAS,P6101040203,"Jl. Terigas No. 1, Kec. Sambas",0,1,0,17,11,4,6,2,KALIMANTAN BARAT
1.384054,109.348122,SEMBERANG,P6101040202,"Jl. Raya Semberang Km 09, Kec. Sambas",0,1,0,4,1,0,3,0,KALIMANTAN BARAT
1.295739,109.29789,SAMBAS ,P6101040201,"Jl. Tsyafiuddin, Kec. Sambas",0,2,0,16,8,4,3,10,KALIMANTAN BARAT
1.271887,109.142403,TEKARANG,P6101031201,"Jl. Tekarang, Kec. Tekarang",0,0,0,19,5,0,3,1,KALIMANTAN BARAT
1.188139,109.126076,SUNGAI KELAMBU,P6101030203,"Jl. Raya Sungai Kelambu Gg. H. Yakub, Kec. Tebas",0,1,0,23,6,0,8,1,KALIMANTAN BARAT
1.242582,109.097649,SEGARAU,P6101030202,"Ds. Segarau Parit, Kec. Tebas",0,0,0,9,1,0,1,0,KALIMANTAN BARAT
1.228862,109.139816,TEBAS,P6101030101,"Jl. Tebas Kuala, Kec. Tebas",0,1,0,22,14,0,9,3,KALIMANTAN BARAT
1.120103,109.004929,SALATIGA,P6101022201,"Jl. Karya Bersama Sei Taman, Kec. Salatiga",0,0,0,16,6,2,3,1,KALIMANTAN BARAT
1.180686,109.071556,SEMPARUK,P6101021201,"Jl. Tunas Baru No.35 Semparuk, Kec. Semparuk",0,1,1,37,9,4,5,0,KALIMANTAN BARAT
1.147741,108.943245,PEMANGKAT,P6101020202,"Jl. Pembangunan, Kec. Pemangkat",0,2,0,25,17,4,10,5,KALIMANTAN BARAT
1.144761,108.992416,SEBANGKAU,P6101020201,"Jl. Moch. Sohor Sebangkau, Kec. Pemangkat",0,0,0,32,9,8,10,4,KALIMANTAN BARAT
1.050315,109.075325,SELAKAU TIMUR,P6101011201,"Jl. Dusun Gemuruh Ds. Selakau Tua, Kec. Selakau Timur",0,0,0,10,4,0,2,0,KALIMANTAN BARAT
1.049673,108.977577,SELAKAU,P6101010201,"Jl. Raya Sei Nyirih, Kec. Selakau",0,1,1,18,15,4,7,5,KALIMANTAN BARAT
1.361328,109.309998,RSU Sambas,R6101022,Jl. Pendidikan Sambas Tumuk Manggis Sambas,5,4,0,87,16,6,34,70,KALIMANTAN BARAT
1.175333,108.970398,RSU Pemangkat,R6101033,Jln. Abdul Kadir Kasim No. 20 Pemangkat,4,1,1,101,16,7,46,91,KALIMANTAN BARAT
1.361328,109.309998,RS Santa Elizabeth,R6101135,Jl. Gusti Hamzah 029 Sambas,4,3,0,41,6,1,9,22,KALIMANTAN BARAT
-0.278781,111.475288,RSUD Kab.Bengkayang,R6102012,Jl. Sanggau Ledo No.20 Bengkayang,4,3,1,88,14,10,17,33,KALIMANTAN BARAT
1.361328,109.309998,RS Bethesda Serukam,R6102055,Serukam Kec.Samalantan Kab.Bengkayang,10,15,2,114,4,2,3,1,KALIMANTAN BARAT
-7.042153,112.896797,RSUD Landak,R6103013,Jl. Raya Ngabang Sanggau,5,7,1,74,21,4,25,29,KALIMANTAN BARAT
-0.022522,109.330307,RSU Dr Rubini Mempawah,R6104014,Jl.dr.Rubini Mempawah,9,11,3,130,17,19,44,86,KALIMANTAN BARAT
0.119275,110.597298,RSU Sanggau,R6105015,Jl. Jend Sudirman Sanggau,10,8,1,159,15,9,34,94,KALIMANTAN BARAT
0.119275,110.597298,RS Parindu,R6105026,Binjai Kec.Tayan Hulu Sanggau,4,2,1,46,5,5,10,44,KALIMANTAN BARAT
?,?,RSU Bergerak Balai Karangan,R6105027,"Jl. Lintas Sekayam No. 1, Kec. Sekayam",0,3,0,9,3,1,6,7,KALIMANTAN BARAT
-1.859097,109.971901,RSU Dr. Agusdjam Ketapang,R6106016,Jl. Panjaitan No.51 Ketapang,7,17,2,190,33,24,59,144,KALIMANTAN BARAT
-1.859097,109.971901,RS Fatima,R6106020,"Jl. Jend Sudirman No.27, Ketapang",4,7,1,68,18,6,12,102,KALIMANTAN BARAT
0.080239,111.495499,RSU Ade Moehamad Djoen Sintang,R6107010,Jl. Patimura Sintang,8,17,2,184,24,12,63,93,KALIMANTAN BARAT
?,?,RUMAH SAKIT PRATAMA SINTANG,R6107022,Jl. MT Haryono KM 3 Kec. Sintang,2,4,1,8,1,1,18,0,KALIMANTAN BARAT
0.851408,112.932297,RSUD Dr Achmad Diponegoro,R6108011,Jl. Kom Yos Sudarso No.42 Putussibau,6,7,0,115,15,5,33,35,KALIMANTAN BARAT
?,?,RS Bergerak Badau Kapuas Hulu,R6108012S,"Jl.Lintas Badau NA.Kantuk Dusun perumbang Desa Kekurak, Kec. Badau",2,3,0,13,2,1,4,2,KALIMANTAN BARAT
0.015081,110.888603,RSUD Kab.Sekadau,R6109012,Jl. Merdeka Timur KM. 06 Ds. Mungguk Kec. Sekadau Hilir Kab. Sekadau,2,6,2,56,16,9,17,35,KALIMANTAN BARAT
0.083333,111.48333,RSUD Melawi,R6110012,"Jl. Kelakik KM4, Nanga Pinoh,Kab.Melawi-Kalbar",2,10,1,75,10,14,26,42,KALIMANTAN BARAT
-0.022522,109.330307,Rumkit Lanud Supadio,R6112135,Jl. Raya Kuala Dua No. 2 Kab. Kubu Raya,5,5,1,21,5,4,10,10,KALIMANTAN BARAT
-0.022522,109.330307,RSU Dr Sudarso PTK,R6171011,Jl.dr. Soedarso No.1 Pontianak,39,24,8,393,49,9,0,221,KALIMANTAN BARAT
-0.022522,109.330307,RS Dam XII Ponianak,R6171022,Jl. ADI SUCIPTO KM 6.5 SEI RAYA Kubu Raya,10,11,1,58,12,6,11,0,KALIMANTAN BARAT
-0.022522,109.330307,RSU St.Antonius,R6171033,"Jl. KHW. Hasyim No.249, Pontianak",13,11,0,0,0,0,0,0,KALIMANTAN BARAT
?,?,RS Jiwa Daerah Sungai Bangkong,R6171044,Jl. Ali Anyang No. 1 Pontianak,4,7,2,76,3,5,38,66,KALIMANTAN BARAT
-0.022522,109.330307,Rumkit Bhayangkara Pontianak,R6171067,"Jl. K.S. Tubun 14, Pontianak",1,2,3,53,10,10,11,34,KALIMANTAN BARAT
?,?,RS Pro Medika,R6171078,"Jl. Gusti Sulung Lelanang Blok EA No.2-5, Kota Pontianak",8,8,2,90,10,12,20,18,KALIMANTAN BARAT
-0.022522,109.330307,RSB Jeumpa,R6171085,Jl. St. Abdurrahman No. 54 Pontianak,6,4,0,20,12,4,6,22,KALIMANTAN BARAT
-0.022522,109.330307,RSI Yarsi Pontianak,R6171113,Jl. Tanjung Raya II Pontianak,17,9,1,42,10,3,5,77,KALIMANTAN BARAT
-0.051289,109.346001,RSIA Anugerah Bunda Khatulistiwa,R6171124,"Jl. Ahmad Yani,Pontianak Selatan",26,6,3,61,11,10,13,91,KALIMANTAN BARAT
?,?,RSB Nabasa,R6171136,Jl. Sei Raya Dalam No. 65 Pontianak,7,4,0,2,8,4,2,12,KALIMANTAN BARAT
1.361328,109.309998,RSUD Dr Abdul Aziz,R6172011,"Jl. Dr Soetomo No. 28, Singkawang",12,18,1,144,31,24,53,116,KALIMANTAN BARAT
1.361328,109.309998,Rumkit TK.IV Singkawang,R6172044,Jl. Perwira No.H 15 Singkawang,11,8,0,35,4,4,8,43,KALIMANTAN BARAT
0.908794,108.984596,RS Jiwa Singkawang,R6172066,Jl. Raya Singkawang Bengkayang KM 17,2,8,1,183,0,3,29,105,KALIMANTAN BARAT
0.908794,108.984596,RS Kusta Singkawang,R6172070,Jl. Gn Sari 70 Singkawang,1,1,0,4,1,0,0,7,KALIMANTAN BARAT
?,?,RS Santo Vincentius,R6172113,Jl. P Diponegoro 5 Singkawang,16,7,1,70,5,2,6,81,KALIMANTAN BARAT
0.908794,108.984596,RSU Harapan Bersama,R6172124,Jl. P Belitung No.61 Singkawang,11,5,1,64,16,1,1,96,KALIMANTAN BARAT
?,?,Akademi Keperawatan Bethesda Serukam,C114069,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Akademi Kebidanan Singkawang,C114071,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Akademi Kebidanan Aisyiyah Pontianak,C114074,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Akademi Farmasi Yarsi Pontianak,C114079,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Akademi Kebidanan St Benedicta Pontianak,C114092,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Akademi Keperawatan Dharma Insan Pontianak,C114093,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Akademi Kebidanan Panca Bhakti,C114098,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Unit Pelatihan Kesehatan Upelkes) Provinsi Kalimantan Barat,B610201,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Kantor Kesehatan Pelabuhan KKP) Kls II Pontianak,E617101,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI PROVINSI KALIMANTAN BARAT,I6100,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. SAMBAS,I6101,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. BENGKAYANG,I6102,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. LANDAK,I6103,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. PONTIANAK,I6104,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. SANGGAU,I6105,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. KETAPANG,I6106,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. SINTANG,I6107,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. KAPUAS HULU,I6108,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. SEKADAU,I6109,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. MELAWI,I6110,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. KAYONG UTARA,I6111,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KAB. KUBU RAYA,I6112,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KOTA PONTIANAK,I6171,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,INSTALASI FARMASI KOTA SINGKAWANG,I6172,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH PROVINSI KALIMANTAN BARAT,M6100,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. SAMBAS,M6101,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. BENGKAYANG,M6102,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. LANDAK,M6103,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. PONTIANAK,M6104,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. SANGGAU,M6105,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. KETAPANG,M6106,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. SINTANG,M6107,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. KAPUAS HULU,M6108,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. SEKADAU,M6109,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. MELAWI,M6110,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. KAYONG UTARA,M6111,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KAB. KUBU RAYA,M6112,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KOTA PONTIANAK,M6171,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,LAB. KES DAERAH KOTA SINGKAWANG,M6172,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.0340565,109.3309633,Poltekkes Kemenkes Pontianak,405021,"Jl. 28 Oktober Siantan Hulu Pontianak, Kota Pontianak - Prop. Kalimantan Barat - Indonesia",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,STIKES Kapuas Raya,S113081,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,STIKES Yarsi Pontianak,S113083,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Universitas Tanjungpura,U001022,?,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
1.31607,109.057121,SENTEBANG,P6101050201,"Jl. Stadium No.49 Ds. Sentebang, Kec. Jawai",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
0.537066,109.193703,SADANIANG,P6104121201,"Ds. Pentek, Kec. Sadaniang",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.225955,110.140709,TERAJU,P6105010101,"Jl.Desa Merdeka Barat No.57, Kec. Toba",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
0.299554,110.261337,SOSOK,P6105170201,"Jl. Oevang Oeray Rt.V, Kec. Tayan Hulu 78563",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
0.608332,110.270782,KEMBAYAN,P6105180201,"Jl. Sosial, Kec. Kembayan",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-1.680559,110.468765,PEMAHAN,P6106051201,"Jl. Kesehatan No. 1, Kec. Pemahan",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-1.702928,110.184639,TANJUNG PURA,P6106072102,"Jl. Sei Awan - Tanjung Pura, Kec. Muara Pawan",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
1.217218,113.12632,KEDAMIN,P6108080201,"Jl. Jembatan Pelita, Kec. Putussibau Selatan",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
0.493537,112.488045,BOYAN TANJUNG,P6108110201,"Ds. Boyan Tanjung, Kec. Boyan Tanjung",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.022123,110.844177,SEKADAU,P6109040101,"Jl. Merdeka Barat Km.1 Ds Sei Ringin, Kec. Sekadau Hilir",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.105351,110.934837,SPNG EMPAT KAYU LAPIS,P6109040204,"Jl. Raya Sekadau-Sintang Km.14 Ds. Gonis Tekam, Kec. Sekadau Hilir",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.720672,109.306747,PADANG TIKAR,P6112010102,"Ds. Padang Tikar II, Kec. Batu Ampar ",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.413729,109.668007,SUNGAI RADAK,P6112020102,"Jl. Poros Utama Ds. Sungai Radak II, Kec. Terentang",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.016493,109.627754,LINGGA,P6112080103,"Jl. Trans Kalimantan KM 31, Kec. Sungai Ambawang",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-0.04083,109.368919,SAIGON,P6171020106,"Jl. Tanjung Raya II, Kec. Pontianak Timur",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RSB Permata Bunda,R6106021,"JL BRIGJEND KATAMSO NO 7, SUKAHARJA, KEC DELTA PAWAN KETAPANG",?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RUMKIT TK. IV 12 07 02 SINTANG,R6107023S,-,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RS CITRA HUSADA,R6110013,Jln. Dharma Bakti No. 45 C Nanga Pinoh,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RS KASIH BUNDA JAYA,R6110015,Jl. Juang KM 2 Desa Tanjung Niaga Kecamatan Nanga Pinoh,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RSIA ANUGRAH,R6112002,Jl. Sungai Raya No. 43,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RSUD Sultan Syarif Mohamad Alkadrie,R6171138,Jl. Komodor Yos SudarsoPontianak,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,Rumah Sakit Universitas Tanjungpura,R6171139,Jl. Prof. Dr. H. Hadari Nawawi,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RS KHARITAS BHAKTI,R6171140,JL. SIAM NO.153,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
?,?,RUMAH SAKIT MITRA MEDIKA,R6171141,Jln. Sultan Abdurrahman No. 25 Kelurahan Sungai Bangkong Kecamatan Pontianak Kot More ...,?,?,?,?,?,?,?,?,KALIMANTAN BARAT
-1.853918,113.679359,RAKUMPIT,P6271021201,"Jl. Raya Rakumpit, Kel. Petuk Bukit, Kec. Rakumpit",0,2,0,9,7,4,1,0,KALIMANTAN TENGAH
-1.965432,113.673386,TANGKILING,P6271020101,"Jl. Tjilik Riwut Km.34 No.13, Kel. Marang, Kec. Bukit Batu",0,1,1,25,9,0,12,3,KALIMANTAN TENGAH
-2.20471,113.783791,JEKAN RAYA,P6271012204,"Jl.Tjilik Riwut Km.10.5, Kel. Bukit Tunggal, Kec. Jekan Raya",1,5,2,15,13,6,6,1,KALIMANTAN TENGAH
-2.242348,113.895813,MENTENG,P6271012203,"Jl.Temanggung Tilung No. 59, Kel. Palangka, Kec. Jekan Raya",0,3,3,28,23,2,15,9,KALIMANTAN TENGAH
-2.126365,113.867226,BUKIT HINDU,P6271012202,"Jl. Kinibalu, Kel. Palangka, Kec. Jekan Raya",0,4,1,23,14,4,19,3,KALIMANTAN TENGAH
-2.203475,113.8965,KAYON,P6271012201,"Jl. Rajawali No.35, Kel. Palangka, Kec. Jekan Raya",0,3,1,22,13,4,11,8,KALIMANTAN TENGAH
-2.326006,113.832458,KERENG BANGKIRAL,P6271011202,"Jl. Mangku Raya, Kel. Kereng Bangkiral, Kec. Sebangau",0,0,0,2,3,3,1,3,KALIMANTAN TENGAH
-2.288893,114.006836,KALAMPANGAN,P6271011101,"Jl. Mahir Mahar Km.18.5, Kel. Bereng Bengkel, Kec. Sebangau",0,4,2,10,10,3,7,6,KALIMANTAN TENGAH
-2.251732,113.951515,PANARUNG,P6271010202,"Jl. Keruing no.25 Kel. Panarung, Kec. Pahandut",0,4,1,27,24,7,7,4,KALIMANTAN TENGAH
-2.197098,113.950592,PAHANDUT,P6271010101,"Jl. Letkol Darmosugondo No.1, Kel. Pahandut, Kec. Pahandut",0,0,0,21,15,0,12,7,KALIMANTAN TENGAH
-0.048855,114.334084,TUMBANG OLONG,P6213052201,"Ds. Tumbang Olon, Kec. Uut Murung",0,1,0,16,4,0,3,0,KALIMANTAN TENGAH
-0.140075,114.008034,MUARA JOLOI,P6213051201,"Ds. Muara Joloi, Kec. Seribu Riam",0,2,0,12,5,2,3,1,KALIMANTAN TENGAH
-0.425993,114.239273,TUMBANG KUNYI,P6213050101,"Ds. Tumbang Kunyi, Kec. Sumber Barito",0,1,0,17,8,2,7,3,KALIMANTAN TENGAH
-0.621981,114.507057,KONUT,P6213040202,"Ds. Konut, Kec. Tanah Siang",0,1,0,13,9,4,5,1,KALIMANTAN TENGAH
-0.522697,114.479393,SARIPOI,P6213040201,"Ds. Saripoi, Kec. Tanah Siang",0,1,0,24,6,2,5,3,KALIMANTAN TENGAH
-0.334023,114.654922,BATU BUA,P6213030202,"Ds. Batu Bua, Kec. Laung Tuhup",0,2,0,17,9,0,5,1,KALIMANTAN TENGAH
-0.679997,114.7435,MUARA LAUNG,P6213030101,"Ds. Muara Lahung, Kec. Laung Tuhup",0,2,0,12,8,0,9,3,KALIMANTAN TENGAH
-0.772935,114.471115,MANGKAHUI,P6213020202,"Ds. Mangkahui, Kec. Murung",0,1,0,16,10,2,5,4,KALIMANTAN TENGAH
-0.632702,114.583267,PURUK CAHU,P6213020201,"Ds. Puruk Cahu, Kec. Murung",0,2,2,21,10,2,9,8,KALIMANTAN TENGAH
-0.537865,114.33709,TUMBANG BANTIAN,P6213011201,"Ds. Tumbang Bantian, Kec. Sungai Babuat",0,0,0,9,4,0,2,1,KALIMANTAN TENGAH
-0.685238,114.290146,TUMBANG LAHUNG,P6213010201,"Ds. Tumbang Lahung, Kec. Permata Intan",0,1,0,18,8,2,7,5,KALIMANTAN TENGAH
-1.770233,115.017708,BAMBULUNG,P6212060201,"Jl. Bambulung Tuyau, Kec. Pematang Karau",0,3,1,13,10,0,12,5,KALIMANTAN TENGAH
-1.684797,115.132767,TAMPA,P6212052201,"Ds. Tampa, Kec. Paku",0,2,2,16,4,0,11,0,KALIMANTAN TENGAH
-1.910445,115.141235,UNSUM,P6212051201,"Ds. Unsum, Kec. Raren Batuah",0,1,0,17,8,2,7,0,KALIMANTAN TENGAH
-1.783872,115.161324,AMPAH,P6212050101,"Jl. Veteran No. 4, Kec. Dusun Tengah",0,3,1,30,6,6,7,3,KALIMANTAN TENGAH
-2.042044,115.337578,BENTOT,P6212040201,"Jl. Manunggal No. 4, Kec. Patangkep Tutui",0,3,0,16,9,2,5,1,KALIMANTAN TENGAH
-1.970779,115.227043,HAYAPING,P6212030201,"Jl. Pemb. Rt.01 Hayaping, Kec. Awang",0,2,0,12,3,2,2,1,KALIMANTAN TENGAH
-2.062512,114.988411,TELANG SIONG,P6212021201,"Jl. Telang Siong Km 15, Kec. Paju Epat",0,3,2,13,5,2,12,1,KALIMANTAN TENGAH
-2.144481,115.217125,EDISON JAAR,P6212020202,"Ds. Jaar, Kec. Dusun Timur",0,1,0,8,9,0,9,4,KALIMANTAN TENGAH
-2.111234,115.159233,TAMIANG LAYANG,P6212020201,"Jl. Manunggal No.33, Kec. Dusun Timur",0,2,0,21,10,2,9,7,KALIMANTAN TENGAH
-2.219322,115.283134,PASAR PANAS,P6212010201,"Ds. Pasar Panas, Kec. Benua Lima",0,3,1,14,9,2,8,0,KALIMANTAN TENGAH
-0.751359,113.596962,TUMBANG NAPOI,P6211062101,"Ds. Tumbang Napoi, Kec. Miri Manasa",0,1,0,17,10,0,2,2,KALIMANTAN TENGAH
-0.937975,113.547493,TUMBANG MIRI,P6211060101,"Jl. Pahlawan Rt 1 Ds. Tumbang Miri, Kec. Kahayan  Hulu Utara",0,2,0,20,16,0,5,3,KALIMANTAN TENGAH
-1.040368,113.733086,TEWAH,P6211050101,"Jl. Nyai Balau No. 12 Ds. Tewah, Kec. Tewah",0,2,0,30,17,2,3,4,KALIMANTAN TENGAH
-1.110425,113.895042,TAMPANG TUMBANG ANJIR,P6211040203,"Jl. Damang Sawang Ds. Kuala Kulun, Kec. Kurun",0,1,0,11,12,0,3,3,KALIMANTAN TENGAH
-1.218495,113.831177,TEWANG PAJANGAN,P6211040202,"Ds. Tewang Pajangan, Kec. Kurun",0,0,0,13,6,0,2,4,KALIMANTAN TENGAH
-1.069287,113.881989,KURUN,P6211040201,"Jl. Tmg Panji Kuala Kurun, Kec. Kurun",0,1,0,9,5,0,3,5,KALIMANTAN TENGAH
-1.341795,113.873299,KAMPURI,P6211031101,"Jl. Provinsi Rangan Tate, Kec. Mihing Raya",0,1,0,21,11,0,1,2,KALIMANTAN TENGAH
-1.493054,113.832298,SEPANG SIMIN,P6211030101,"Jl. Pemda Sepang Simin, Kec. Sepang",0,1,0,16,9,2,1,11,KALIMANTAN TENGAH
-1.090094,113.526489,TUMBANG RAHUYAN,P6211021101,"Ds. Tumbang Rayuhan, Kec. Rungan Huyu",0,2,0,15,5,0,3,2,KALIMANTAN TENGAH
-1.207014,113.422737,RABAMBANG,P6211020202,"Ds. Rabambang, Kec. Rungan",0,1,0,7,3,0,1,1,KALIMANTAN TENGAH
-1.277988,113.643692,TUMBANG JUTUH,P6211020101,"JL. Cilik Riwut Rt 2 No. 166 Ds. Tumbang Jutuh, Kec. Rungan",0,2,0,21,9,2,5,5,KALIMANTAN TENGAH
-1.082276,113.293663,TEHANG,P6211011101,Kec. Manuhing Raya,0,1,0,14,5,0,3,2,KALIMANTAN TENGAH
-1.359033,113.362709,TUMBANG TALAKEN,P6211010101,"Jl. Negara No. 46 Ds. Tumbang Talaken, Kec. Manuhing",0,1,1,21,11,2,5,4,KALIMANTAN TENGAH
-1.562216,113.948967,TANGKAHEN,P6210060202,"Ds. Tangkahen, Kec. Banamatingang",0,1,1,4,6,0,0,1,KALIMANTAN TENGAH
-1.623865,113.913506,BAWAN,P6210060101,"Ds. Bawan, Kec. Banamatingang",0,2,0,8,7,2,8,6,KALIMANTAN TENGAH
-2.052722,114.012482,BUKIT RAWI,P6210050201,"Ds. Bukit Rawi, Kec. Kahayan Tengah",0,2,0,9,18,2,1,5,KALIMANTAN TENGAH
-2.732606,114.279526,BERENG,P6210040202,"Jl. Tajahan Antang, Kec. Kahayan Hilir",0,2,0,8,8,2,5,2,KALIMANTAN TENGAH
-2.757111,114.265312,PULANG PISAU,P6210040201,"Jl. Pemda Ds. Pulang Pisau, Kec. Kahayan Hilir",0,1,1,10,12,2,7,2,KALIMANTAN TENGAH
-2.982261,114.150986,MALIKU,P6210030101,"Ds. Maliku Baru, Kec. Maliku",0,0,0,14,19,2,5,2,KALIMANTAN TENGAH
-3.091548,114.157074,PANGKOH,P6210020101,"Ds. Pangkoh Hilir, Kec. Pandih Batu",0,1,0,18,11,2,5,5,KALIMANTAN TENGAH
-2.897759,113.845383,SEBANGAU,P6210011101,"Ds. Sebangau, Kec. Sebangau Kuala",0,1,0,14,4,0,8,0,KALIMANTAN TENGAH
-3.20254,114.087326,BAHAUR TENGAH,P6210010102,"Ds. Bahaur Tengah, Kec. Kayahan Kuala",0,2,0,9,7,3,8,0,KALIMANTAN TENGAH
-3.191532,114.012543,BAHAUR HILIR,P6210010101,"Ds. Bahaur Hilir, Kec. Kahayan Kuala",0,1,0,11,8,2,5,1,KALIMANTAN TENGAH
-0.949326,112.206772,TUMBANG KAJAMEI,P6209111201,"Ds. Tumbang Kajamei, Kec. Bukit Raya",0,0,0,9,5,0,1,0,KALIMANTAN TENGAH
-1.176564,112.423561,TUMBANG SENAMANG,P6209110201,"Ds. Tumbang Senamang, Kec. Katingan Hulu",0,0,0,11,6,0,2,0,KALIMANTAN TENGAH
